benchmark,solver,ratio,median,avg,min,max,tot,k=1,k=2,k=3,k=1,k=2,k=3,k=1,k=2,k=3,k=1,k=2,k=3
Varden,OrthTree,0.1,0.67757,0.613799,0.159091,0.768212,6.13799,0.144258,0.284636,0.944036,1.02441,1.39061,5.41266,0.466584,0.991303,2.77532,1.33924,2.09221,6.53832
Varden,OrthTree,0.01,0.0722337,0.0724106,0.015456,0.117786,7.24111,0.158681,0.283073,0.947919,1.0217,1.3744,5.53405,0.471895,1.00278,2.80014,1.35332,2.11107,6.58955
Varden,OrthTree,0.001,0.010377,0.0103778,0.00173833,0.020084,10.3783,0.151618,0.286557,0.949091,1.03073,1.41807,5.42537,0.474488,1.01204,2.81994,1.36276,2.1282,6.6224
Varden,OrthTree,0.0001,0.00230867,0.00236214,0.000144,0.00500267,23.6263,0.161005,0.28097,0.95093,1.04127,1.4165,5.47076,0.475802,1.0151,2.82528,1.3682,2.13713,6.6468
Uniform,PTree,1.0,3.30042,3.30042,3.30042,3.30042,3.30043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uniform,PTree,0.1,0.607703,0.572948,0.323072,0.789506,5.72949,6.26373,10.364,20.9862,6.58147,10.4026,20.9945,6.28333,10.3766,20.9946,6.60612,10.4239,21.0231
Uniform,PTree,0.01,0.188073,0.175282,0.035809,0.252641,17.5283,6.25231,10.3422,20.9926,6.5608,10.3872,21.0011,6.27688,10.3646,21.0081,6.59173,10.4157,21.0437
Uniform,PTree,0.001,0.0348593,0.0331944,0.00450967,0.041419,33.1949,6.25817,10.3517,20.9888,6.56332,10.3794,20.9817,6.26615,10.3433,20.9744,6.57628,10.3916,21.002
Uniform,PTree,0.0001,0.004984,0.00490244,0.000694,0.008524,49.0294,6.25595,10.3528,20.992,6.56963,10.3894,21.0046,6.28453,10.3639,21.0072,6.58678,10.4084,21.046
Uniform,KdTree,1.0,0.686069,0.686069,0.686069,0.686069,0.686072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uniform,KdTree,0.1,0.626353,0.541971,0.088696,0.706762,5.41972,0.269005,0.906694,3.12924,0.434125,0.888554,3.04257,0.265331,0.845522,2.97931,0.435529,0.874267,2.96325
Uniform,KdTree,0.01,0.141652,0.129792,0.00925133,0.167552,12.9793,0.269315,0.908507,3.13821,0.436125,0.890679,3.0525,0.265766,0.849136,2.98291,0.437222,0.877845,2.9653
Uniform,KdTree,0.001,0.0272373,0.0257136,0.00108733,0.0313983,25.7141,0.268423,0.908096,3.14184,0.437738,0.891416,3.05131,0.265913,0.849109,2.98151,0.437208,0.877923,2.96454
Uniform,KdTree,0.0001,0.006481,0.00604155,8.2e-05,0.008526,60.4204,0.268142,0.907255,3.13442,0.435247,0.889212,3.04634,0.266715,0.846671,2.9794,0.436224,0.876062,2.96384
Uniform,OrthTree,1.0,2.25916,2.25916,2.25916,2.25916,2.25916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uniform,OrthTree,0.1,0.661984,0.587575,0.232913,0.84278,5.87576,0.332687,1.03887,3.80474,0.511354,1.02797,3.69422,0.332964,0.987381,3.61952,0.520505,1.02676,3.60292
Uniform,OrthTree,0.01,0.146515,0.124616,0.0297233,0.1508,12.4617,0.338265,1.05858,3.8728,0.521042,1.04936,3.75497,0.338567,1.00782,3.67832,0.530747,1.04833,3.66571
Uniform,OrthTree,0.001,0.026716,0.0237304,0.003747,0.029096,23.7309,0.33922,1.06326,3.89331,0.52389,1.05533,3.77339,0.340371,1.01262,3.69541,0.533774,1.05447,3.68283
Uniform,OrthTree,0.0001,0.00379533,0.00351329,0.000583667,0.00684967,35.1379,0.339347,1.06503,3.90167,0.524622,1.0675,3.78091,0.340544,1.01495,3.7011,0.534508,1.05644,3.6897
