ts,id,lon,lat
2014-06-24 18:08:35,2931420127,-58.567784,-62.2594697
2014-06-24 18:08:37,2931437204,-58.6283685,-62.2600903
2014-06-24 18:08:39,2931431710,-58.6507855,-62.2602843
2014-06-24 18:08:41,2931428408,-58.639202,-62.2611764
2014-06-24 18:08:45,2931420128,-58.6299518,-62.2623012
2014-06-24 18:08:47,2931432912,-58.6306185,-62.26839
2014-06-24 18:09:02,2931374527,-58.6289518,-62.2689329
2014-06-24 18:09:12,2931374528,-58.6306185,-62.2693982
2014-06-24 18:09:17,2931431413,-58.638702,-62.2712983
2014-06-24 18:09:24,2931439001,-58.641452,-62.2715309
2014-06-24 18:09:26,2931439201,-58.6429521,-62.2722288
2014-06-24 18:09:28,2931408526,-58.6352019,-62.2724227
2014-06-24 18:09:31,2931432913,-58.6326185,-62.2725002
2014-06-24 18:09:33,2931431711,-58.6342852,-62.2735859
2014-06-24 18:09:35,2931408527,-58.6386187,-62.2817656
2014-06-24 18:09:51,2931432914,-58.6392853,-62.2829284
2014-06-24 18:11:24,2418868751,-55.36667,-61.2333333
2014-07-04 15:49:10,1770440670,123.2993956,-75.0973986
2014-09-12 22:51:53,3074176918,-90.3813478,-73.1171745
2014-10-09 22:17:35,3121381245,-85.8330925,-78.2670014
2014-10-09 22:19:26,3121386127,-85.7892789,-78.0639953
2014-10-09 22:21:26,3121390815,-85.7540671,-78.0959945
2014-10-09 22:24:45,3121393896,-85.7190282,-78.266
2014-10-09 22:36:48,3121414461,-85.6850644,-78.3639973
2014-10-09 22:38:11,3121425062,-85.6780456,-78.1080019
2014-10-09 22:39:53,3121430355,-85.6500617,-78.5079971
2014-10-09 22:41:13,3121431525,-85.6421059,-78.5359976
2014-10-10 05:31:25,3121631032,-90.7000201,-68.7670058
2014-10-10 05:48:23,3121641628,-159.4000255,-86.3829987
2014-10-10 05:51:36,3121642889,-137.7999826,-75.1000069
2014-10-10 05:53:29,3121640862,-136.4670134,-74.9500024
2014-10-10 05:54:33,3121641704,-135.5170469,-75.2169997
2014-10-10 05:55:50,3121640867,-135.7000295,-76.0169981
2014-10-10 05:56:54,3121646488,-135.1500255,-74.9669972
2014-10-10 05:58:09,3121647409,-134.9170174,-74.9670028
2014-10-10 05:59:13,3121647047,-119.1999759,-85.3330014
2014-10-10 06:00:25,3121647414,-118.017,-76.6169997
2014-10-10 06:01:53,3121647897,-117.6169329,-76.6999799
2014-10-10 06:03:18,3121648160,-115.4329799,-75.7829997
2014-10-10 06:06:20,3121649203,-100.1330161,-71.9830037
2014-10-10 06:07:10,3121650327,-100.0000349,-73.8830004
2014-10-10 06:08:23,3121650760,-96.1169906,-72.3000086
2014-10-10 06:09:23,3121650651,-95.8830054,-72.1670037
2014-10-10 06:10:31,3121650812,-94.2830013,-73.5500042
2014-10-10 06:12:10,3121646570,-93.5670067,-73.4330008
2014-10-10 06:13:31,3121647462,-92.1099142,-85.0500007
2014-10-28 02:49:55,3153662361,-85.6241328,-78.0374796
2014-10-28 02:49:56,3153662362,-85.6214292,-78.0382802
2014-10-28 02:52:53,3153654981,-85.5939812,-78.1274961
2014-10-28 02:54:03,3153662798,-85.5829531,-78.5330029
2014-10-28 02:55:49,3153662473,-85.5810134,-78.5669984
2014-10-28 02:57:21,3153662390,-85.5670389,-78.0419997
2014-10-28 02:58:48,3153662957,-85.5170013,-78.3379992
2014-10-28 03:00:24,3153662421,-85.3580188,-78.4424981
2014-10-28 03:01:28,3153663267,-85.3370563,-78.1760005
2014-10-28 03:02:46,3153663277,-85.3000469,-78.4779973
2014-10-28 03:04:07,3153663566,-85.2490013,-78.4680035
2014-10-28 03:05:28,3153663278,-85.2330228,-78.1670006
2014-10-28 03:06:44,3153664172,-85.2040094,-78.0930025
2014-10-28 03:07:56,3153664173,-85.1879826,-78.3840014
2014-10-28 03:09:09,3153664174,-85.1480094,-78.314
2014-10-28 03:12:20,3153665901,-85.1429812,-78.7059987
2014-10-28 03:13:07,3153665197,-85.1260201,-78.6470024
2014-10-28 03:14:36,3153666794,-85.0819785,-78.0749933
2014-10-28 03:16:09,3153666986,-85.057004,-78.3579949
2014-10-28 03:17:30,3153663155,-85.0250349,-78.5329971
2014-10-28 03:18:47,3153667171,-85.0070443,-78.4909973
2014-10-28 03:38:39,3153670488,-99.0768311,-74.4625472
